"","address","n","coin","coin_amount","dollar_amount","dollar_numeric"
"209","3Z2QH3HSMBATTNHR3QV7G2Z3QE",6,"btc",NA,NA,NA
"210","3ZtXhR7NtAqpkwKtdv5pw4UmC5J8idjXm",6,"btc",NA,NA,NA
"211","bc1q6urf9z02xl2d5c54xycx0hr4j3xctf6rqlhm2t",6,"btc","0.32050814 BTC","$8,664.00",8664
"212","bc1qvh9fm5jtucnd2kfjqravwaef0ewtqjcg3r3h5k",6,"btc","0.02300099 BTC","$621.74",621.74
"213","0x0a5bc35f81c4e12a5aa6c09144d33f5da7b9ceec",5,"eth","0.00 ETH","$0.00",0
"214","0x18d83c60d3b933960c5ff5Cbb9596f495eBa0d99",5,"eth","0.00 ETH","$0.00",0
"215","0x509C1e3604985d6D580aF04E0d7Da6320Fd5d10a",5,"eth","0.00 ETH","$0.00",0
"216","0x5874fA981C592958b6ab231d5662456C5BF4429d",5,"eth","7.57926706311734099 ETH","$12,332.38",12332.38
"217","0x7EB8aF5D7C4026E5DfB849c74D75A8a16AfD8537",5,"eth","0.00 ETH","$0.00",0
"218","0x9BDe1b41187F62fFA812e7c3d00F5A22Df9a3a19",5,"eth","0.10554793 ETH","$171.74",171.74
"219","0xf349604CFa2d36E6A7aE3E0C4479F18375d8F3C7",5,"eth","1.152363896744283806 ETH","$1,875.03",1875.03
"220","1281ce3f8d934ad8bcaac318cf76b2c4",5,"btc",NA,NA,NA
"221","134zHUXFQYXvDecKMdL8eHFYqHvnw79xtw",5,"btc","0.00000000 BTC","$0.00",0
"222","13ZBWmsB7F6uNvSRtBm5tfnRNHHPj4jWdF",5,"btc","0.00186000 BTC","$50.28",50.28
"223","14e6baf23c38468f8c2adf13b27ebc19",5,"btc",NA,NA,NA
"224","1ad5c29dc91c4229fda7beb73be5c182",5,"btc",NA,NA,NA
"225","1aFFwGSaW6VkdR1v9FYoXUVocgGWwzTfk",5,"btc",NA,NA,NA
"226","1baa93263deb42c2b9a3c124332aba13",5,"btc",NA,NA,NA
"227","1e73ab1935d7a464592c853ebdd2914e",5,"btc",NA,NA,NA
"228","1WeEviCQskFqqH9iqRG73oZLQq5xXQ13g",5,"btc",NA,NA,NA
"229","31bu2ziwxr2n7q6auwz2z2akntka",5,"btc",NA,NA,NA
"230","32c9f4985ca45784fd9cfa2ba21f8553",5,"btc",NA,NA,NA
"231","39e77a93caf64d3b97ebabb44da92535",5,"btc",NA,NA,NA
"232","3a35c846b597459ea5f79e929c5bbc9e",5,"btc",NA,NA,NA
"233","3ARQYQXXWWFNTEQ7XGR3CYXYCM",5,"btc",NA,NA,NA
"234","3D284qDt6Lw8zHxtLWc2YPS2kC9e7y5p",5,"btc",NA,NA,NA
"235","3Fv4i9ftBj8HZQrB8cxEA2u4yCPncFMqw3",5,"btc",NA,"$554.49",554.49
"236","3gwp4mro7nez5ihuqdqsmneiei",5,"btc",NA,NA,NA
"237","3HB8BYH9xqk8a4HBpZGBLg1GEaLwRgDjvS",5,"btc","0.60688680 BTC","$16,404.82",16404.82
"238","3JK4KPS5TRHWDD2PLQWLEFGXHU",5,"btc",NA,NA,NA
"239","3MNbWXUdjFf9uokVR5ysJ1SovV8FJr8Nqw",5,"btc","0.00000000 BTC","$0.00",0
"240","3sJTmnkPo5RpMrADS9C1CAgPrJ8T9TqL",5,"btc",NA,NA,NA
"241","3SyEg2VqmeRsLKohqWvHNJxYqKoDx2cT",5,"btc",NA,NA,NA
"242","3z52HgzGEnfH1VKaZ1dE1NTEkpJfuQgM",5,"btc",NA,NA,NA
"243","bc1q4je43jh0s026247x6uc0tl95eckqnjv4p5f74z",5,"btc",NA,NA,NA
"244","bc1q6vp57lnhwze2qr6p83pzvmnhtxu0gluddpnr46",5,"btc",NA,NA,NA
"245","bc1q8mjrs3xz7ntnrjxhln3kr8rmgrk6rfg9c2tw8k9hs3reuark823qequ6z4",5,NA,"0.00000000 BTC","$0.00",0
"246","bc1qxpe5mcgplq9hnse86nxvka4ryfj33hg9ywm6ks",5,"btc","0.26258590 BTC","$7,098.99",7098.99
"247",", u",4,NA,"0.26258590 BTC","$7,098.99",7098.99
"248","0x064c8e55aa484adbd58ca2d43343ef50137473b7",4,"eth","0.00 ETH","$0.00",0
"249","0x23D3808fEaEb966F9C6c5EF326E1dD37686E5972",4,"eth","85.312129528818193395 ETH","$138,813",138813
"250","0x4f370de7279ed3b07708bdb231b50bb60028e465",4,"eth","0.00 ETH","$0.00",0
"251","0x7c597d8bd58f7f5fc021f62ce042a1a5a2ed6f02",4,"eth","0.00 ETH","$0.00",0
"252","0x8838C0e3d90c56F3e923944afAfB197776c9cD58",4,"eth","1.994042202609507429 ETH","$3,244.55",3244.55
"253","0x8e4B33b69CBbfba2B55B63514fe61c031E03398C",4,"eth","2.258360093847077978 ETH","$3,674.62",3674.62
"254","0x91c958EC37CC317E09439511Eef8b4ce51A5d1E8",4,"eth","1.080706990304909583 ETH","$1,758.44",1758.44
"255","0xb2B7aa2cbBB88355A9e9af76Cd53FB7973126B55",4,"eth","0.00 ETH","$0.00",0
"256","0xbab1361bffba0f42654b84ae9db6a6db1a0d227b",4,"eth","10.634836595325126842 ETH","$17,304.16",17304.16
"257","0xc491405d542a393d8d202a72f0fb076447e61891",4,"eth","0.00 ETH","$0.00",0
"258","12535c32cb764b9f8ae2c5c9c27a3acb",4,"btc",NA,NA,NA
"259","1359756ae22f27f87c1d4d6b9c8ce212",4,"btc",NA,NA,NA
"260","137bc3e7c53c477abc759c6678a8a9fe",4,"btc",NA,NA,NA
"261","13gnXDDrUxGx2DWydiAUd5CWxZDbtRHyv",4,"btc",NA,NA,NA
"262","14edb6a6d19893c3dd15a879f3cd2a56",4,"btc",NA,NA,NA
"263","155f47b2d43438641d61fe4775dfd8c2",4,"btc",NA,NA,NA
"264","179fda2e532443aac91b4b8ace1abf79",4,"btc",NA,NA,NA
"265","17a3814bc2694fc1ab8366e2911216da",4,"btc",NA,NA,NA
"266","18a7iQnzzgzZSKRmziRRXZS6sRmGwRVefc",4,"btc","0.09695739 BTC","$2,621.24",2621.24
"267","1954572a25f48e39b7825e562129b9bc",4,"btc",NA,NA,NA
"268","1d5ddcffff8b452ca6b51f41beb8de37",4,"btc",NA,NA,NA
"269","1fad6735c298fa9aed9b58f288219dc5",4,"btc",NA,NA,NA
"270","1faf5b619c194882a2b1258c25258e1e",4,"btc",NA,NA,NA
"271","1fs6c9j54hv149RpRtuSduw6Z1sh1c",4,"btc",NA,NA,NA
"272","1ft72hak566YZgBzdgBmjmS7E1k21c",4,"btc",NA,NA,NA
"273","1JayTTJGVfxs5YpPP4JsHZTne9d6sMxb21",4,"btc","0.19390151 BTC","$5,242.12",5242.12
"274","1Krx5VvWA5hinnJ7xQtVXLWUTogVZ2WkKa",4,"btc","0.06452634 BTC","$1,744.47",1744.47
"275","1KxZuNryLAviHH1nRHwHwP2PSNvu1v88Y1",4,"btc","3.06478622 BTC","$82,856.31",82856.31
"276","1PKv6fT4ZLeCs6YxSrVFGYovQnsiiZwmd5ZL",4,"btc",NA,NA,NA
"277","1qRGQYfjHKfHo6XS3qASWZov91ke",4,"btc",NA,NA,NA
"278","1TfaL13T7TWLsMmpwMEPnFJsPNdUsE9hq",4,"btc",NA,NA,NA
"279","1TtATB2bGTBQveF2hUHcXDGFrGM6Mzhho",4,"btc",NA,NA,NA
"280","31d48dc598d6d29d7ca9e6b311e7d23d",4,"btc",NA,NA,NA
"281","31oe67q7PLQUbNABy87xjiipBvexgBYjtz",4,"btc","0.21926962 BTC","$5,929.58",5929.58
"282","32278d2f2e9141c8acf46e5d62c42a38",4,"btc",NA,NA,NA
"283","329b57389d6a4e3988973dc24234d41d",4,"btc",NA,NA,NA
"284","32b3e2c72ee342d7b34e22c85fb577db",4,"btc",NA,NA,NA
"285","3359e81d4bee4c5493eb2122ad24269f",4,"btc",NA,NA,NA
"286","3442YrMvsMJLwnYM4PiaMVCcaw1zwR9jhH",4,"btc","0.00000000 BTC","$0.00",0
"287","34NVJx2V9YwYaA6hsKmQHMPcRwLYbK4fJ3",4,"btc","0.01349447 BTC","$364.82",364.82
"288","35db5c9eec87b85ca8eb95a64c2f6dd7",4,"btc",NA,NA,NA
"289","35HtVnP5PUhdfSbErJhm3iPuYF4kWWUved",4,"btc","0.00000000 BTC","$0.00",0
"290","36f9b624174f4fad8fb6fcfe3fdf1883",4,"btc",NA,NA,NA
"291","36fc8fc38bd3f2e5dafdd24414e4759b",4,"btc",NA,NA,NA
"292","3911741dafe64b228d5a5591c3f6cbe1",4,"btc",NA,NA,NA
"293","3DFeed3Azerohedge2Ffeed28zerohedge",4,"btc",NA,NA,NA
"294","3DtCWTLQzgNsbZh9MvzapcGJ36ZBzhG7",4,"btc",NA,NA,NA
"295","3e455e8bbac74a9ca4d6ca32d89d738c",4,"btc",NA,NA,NA
"296","3e56199a2ee4ecd82f5f3135143b2a4a",4,"btc",NA,NA,NA
"297","3e98447a14f94f648a683e8bff2eb1d1",4,"btc",NA,NA,NA
"298","3f65e841e8b56d12b44f6f8eb61d8cab",4,"btc",NA,NA,NA
"299","3FVF6QET4JDRDJWW2YNKRCQKRA",4,"btc",NA,NA,NA
"300","3FW2GMEUZFHRBH77UYUA5FEPSA",4,"btc",NA,NA,NA
"301","3HFJVYDFRVH2LMY6DZT5VWWTX4",4,"btc",NA,NA,NA
"302","3QENDQJMMJR7EHTHBAKVPKEPWA",4,"btc",NA,NA,NA
"303","3r1kNyzwpAH1FHTwfqzJodw7oAS3aRLm",4,"btc",NA,NA,NA
"304","bc1q9kz20vgqaa5g8kj2rn6nyc0fas033nhwku8q24",4,"btc","0.00000000 BTC","$0.00",0
"305","bc1qe5za4q2cwdemj7c49s84a6vx2hhdk2g3akjpfq",4,"btc","0.00054886 BTC","$14.84",14.84
"306","bc1qf6d5h6dvcat8q6a82y79nwkq574ucl0fff5uzp",4,"btc","0.00004000 BTC","$1.08",1.08
"307","bc1qfnmm5lklu7srp57560tkpvs8l48v0ukacrqk8v",4,"btc","0.01255721 BTC","$339.58",339.58
"308","bc1qpy6adeyshr34wgrdkfl7gtlfcu4n8qnsp65u9k",4,"btc","0.13832033 BTC","$3,740.52",3740.52
"309","bc1qq37qdxh4kx7gc8lcykyaycns7dwqch9d2pt5ra",4,"btc","0.00000000 BTC","$0.00",0
"310","bc1qq5h4kmxs0mht7duwg5nxjmwtyvdvwnx4jfegv0",4,"btc","0.00550305 BTC","$148.82",148.82
"311","bc1qqm6ldmy5wr5kd6ju3j6nj53h2xqshgx32fjtns",4,"btc",NA,"$0.00",0
"312","bc1qxj804s3g4efuj03ng4w70jr6tra2jgsw77jldq",4,"btc","0.17564206 BTC","$4,749.79",4749.79
"313","bc1qy3w4gxg8x87jqustv80vtrqfwn6qhltydyx2xe",4,"btc","0.59766921 BTC","$16,162.42",16162.42
"314","0x0400A69CC8a57df0729b8C3238990700043D826E",3,"eth","0.00 ETH","$0.00",0
"315","0x0Ca112F04b73E07A9A2Ce1e9B7ACef7402CD1054",3,"eth","4.24811785872 ETH","$6,912.54",6912.54
"316","0x2380a064643A81379B94b3224C67ca9FEabb3D11",3,"eth","0.00 ETH","$0.00",0
"317","0x33cfeb06138bb5b757d0e4a6d7a757ca71d33d66",3,"eth","0.138316632737151707 ETH","$225.07",225.07
"318","0x5ea1ecb92Eb361C89a3c530Daef781fE5C8A1162",3,"eth","0.128161761619706 ETH","$208.54",208.54
"319","0x63db1811713871c58fbe0e55a55efa6eb1798232",3,"eth","0.052306477376849116 ETH","$85.11",85.11
"320","0x67C4d8d7B90dC4b09491753db97fFC50DB1C659e",3,"eth","0.206359115473269002 ETH","$335.79",335.79
"321","0x8d32E20d119d936998575B4AAff66B9999011D27",3,"eth","0.093790925645885749 ETH","$152.62",152.62
"322","0xbbbb19b86d3be0db07ca954286409aeb9407aa67",3,"eth","0.00 ETH","$0.00",0
"323","0xbc4171f45ef0ef66e76f979df021a34b46dcc81d",3,"eth","0.00 ETH","$0.00",0
"324","0xc9154424B823b10579895cCBE442d41b9Abd96Ed",3,"eth","0.00 ETH","$0.00",0
"325","0xD574dBd40FBF8B91D47DfD37998f157e95601B9F",3,"eth","0.00 ETH","$0.00",0
"326","12e259d32bb13bd6755c7bd25a87392a",3,"btc",NA,NA,NA
"327","1433cb985d99628c324b1dc6952241b4",3,"btc",NA,NA,NA
"328","143a8f14da689e9916aec5afdfda6d16",3,"btc",NA,NA,NA
"329","15a114d365f14699a6eb55a7eb1a38fb",3,"btc",NA,NA,NA
"330","1644786be17c32423b96d7bd58663197",3,"btc",NA,NA,NA
"331","176HcY724CZMU1XSGqStx72xD6YcfHxcm",3,"btc",NA,NA,NA
"332","17ea389ac71c4e65869f421aaa51d51c",3,"btc",NA,NA,NA
"333","17f5ca1fe8b163f3e4bb66a2323e236c",3,"btc",NA,NA,NA
"334","18267cb59122427d29524a66aba5fd4f",3,"btc",NA,NA,NA
"335","197b58f3fe6b4f19b9cd6b6b2b882b99",3,"btc",NA,NA,NA
"336","1a733b222fa94ac296b221bc75d49855",3,"btc",NA,NA,NA
"337","1b9a2c2bcfb742ad872c58ddda549374",3,"btc",NA,NA,NA
"338","1bef77a374ca432ebe6449a449d7f61d",3,"btc",NA,NA,NA
"339","1c3fa253b7254ad58ca9feb8d36ea869",3,"btc",NA,NA,NA
"340","1CicSBueQq99v54GnQEx6m7s1e7pvRxdxW",3,"btc","0.01608356 BTC","$434.82",434.82
"341","1d2af9f5dc4e448cb9e3f71f4aea6b39",3,"btc",NA,NA,NA
"342","1d3f28cec6ae4988b93b47f5e49924d8",3,"btc",NA,NA,NA
"343","1d931a8227a5443c9b57a26643bcd94f",3,"btc",NA,NA,NA
"344","1dfdafda1aea47e4a8e3ba716ecd5ab6",3,"btc",NA,NA,NA
"345","1e591c82f28c4debae32b38b2ad73365",3,"btc",NA,NA,NA
"346","1eof1d6f23o3pAcPJb8wmyAfj1r41c",3,"btc",NA,NA,NA
"347","1EXPUMCdm61dedpJw4ZtnXYG7rzjdgY47q",3,"btc","0.32058941 BTC","$8,667.20",8667.2
"348","1f66a249a55d4c848997493e2bbf2f8f",3,"btc",NA,NA,NA
"349","1f712c81ffba55844483fb56bda4c318",3,"btc",NA,NA,NA
"350","1faa4eee25ff4642b48c42dffcb3db63",3,"btc",NA,NA,NA
"351","1fc7cb9ia6r5R9oWr3G4cY6im1321c",3,"btc",NA,NA,NA
"352","1fejknh1m6etEXL5UtkadeKrL13t1c",3,"btc",NA,NA,NA
"353","1GKu83JQz3mzyjCZ3JpMgRVStPLQViJkVQ",3,"btc","3.09762227 BTC","$83,758.68",83758.68
"354","1HQ3Go3ggs8pFnXuHVHRytPCq5fGG8Hbhx",3,"btc","208210.48639850 BTC","$5,629,012,141",5629012141
"355","1KpPW2DNuA2KuZnY2F9tgBrmkoFNcvMYgJ",3,"btc","0.00000000 BTC","$0.00",0
"356","1KsNrzGUUmBxYH1ju3FGrnz1h7PSbEDe7o",3,"btc","0.01239757 BTC","$335.26",335.26
"357","1LkEwG5cHoUd3Ap3Xb3A49nGqr7qLSmFvK",3,"btc",NA,NA,NA
"358","1MPSBwwgweYtdWrzTqQrQapYvrbyi48zDh",3,"btc","0.38008447 BTC","$10,275.66",10275.66
"359","1SKGEYFK9VwqgC7q2mv7ef9bmEqJN3ACk",3,"btc",NA,NA,NA
"360","1VnwBphmBSdkA6MjqWi6nscXsvPmbZ15h",3,"btc",NA,NA,NA
"361","1YkrCSGUBw73rxJAyaFpXdAWKD",3,"btc",NA,NA,NA
"362","313ed5387b5344e6c3eeaa96b697c1fb",3,"btc",NA,NA,NA
"363","31975224dc6d4cf894d6f5d8b21c6616",3,"btc",NA,NA,NA
"364","3199dcb7b6fed42665b892ec7cd268dd",3,"btc",NA,NA,NA
"365","31F4U1GB59SbQ4xtxJ2XF7egWdBKeJkq",3,"btc",NA,NA,NA
"366","326f82c5327149568c7bbe4bfb4e4fe8",3,"btc",NA,NA,NA
"367","328WQCqXRcPkMiqLLJpMD4Et8XrPtcbUuJ",3,"btc","0.00436919 BTC","$118.15",118.15
"368","32JUF74LKZGDZG22LVRMRKMARA",3,"btc",NA,NA,NA
"369","334tMX3Knn6oYnru7Wmsda8sC1sSZWSujR",3,"btc",NA,NA,NA
"370","3449b47db22784e9a9298b52e78cac88",3,"btc",NA,NA,NA
"371","34532bb78bd26dd97ab2b225ada4635e",3,"btc",NA,NA,NA
"372","346f4e3823bd41a1b24e82a7639bdc31",3,"btc",NA,NA,NA
"373","34hFPRnVfFoSFej3fyij6o5cZB11uRPM",3,"btc",NA,NA,NA
"374","355155d92bc572829438326b94ca4d2e",3,"btc",NA,NA,NA
"375","357317f2497492758bee346ee1ec",3,"btc",NA,NA,NA
"376","3581667136e1cabd6a19d5fcf5bec531",3,"btc",NA,NA,NA
"377","36MRjw2xEFT7KSnyNiue5vWHR3ti",3,"btc",NA,NA,NA
"378","37adbd96f4df48d763a8ae1a68e89338",3,"btc",NA,NA,NA
"379","38bc1475baa27f2a8a89de427c5657df",3,"btc",NA,NA,NA
"380","38xBFf4yA3qzB9d3iC4N5BvvaZaAiG16",3,"btc",NA,NA,NA
"381","39b1ef977988dad468b8b7b67e265e6e",3,"btc",NA,NA,NA
"382","3ACZbTLVQPKg6dYQhdMi3ADCKT",3,"btc",NA,NA,NA
"383","3AX3SCJHCBCM7PT3QHQ6CBW54M",3,"btc",NA,NA,NA
"384","3BHAMUZLBM8N1sS6DgFfHDgVi2NNDWqL",3,"btc",NA,NA,NA
"385","3cb781d797bf44cc913d94324adde566",3,"btc",NA,NA,NA
"386","3e59991ce288467b9be121bbfaab3259",3,"btc",NA,NA,NA
"387","3fjoMQW1YYcNmxfo7LDmgY57f8NzZvGm",3,"btc",NA,NA,NA
"388","3GD8tfW8AvctzWyCYKWjzNQtSGnyddGz9a",3,"btc","0.00852766 BTC","$230.56",230.56
"389","3gyhijp42vau3oamisfcf7nu6m",3,"btc",NA,NA,NA
"390","3JLTmF1SfqcHoLCKQ3sav3kgo6RLm5zw",3,"btc",NA,NA,NA
"391","3mrhry5vfzdnphvj6rdhg6a4ee",3,"btc",NA,NA,NA
"392","3ofW9Ju54Rfz1seWUN9gFdDNP97i4vVL",3,"btc",NA,NA,NA
"393","3PEuSYuYK7AR4g2ASTaXF3YTJb8HqNDd",3,"btc",NA,NA,NA
"394","3tDeSxbzCz2F7emP9ycmddbHLricdhad",3,"btc",NA,NA,NA
"395","3U7YZ3S3D5HM5BWNV7DHMQFUVE",3,"btc",NA,NA,NA
"396","3w89qYXS8Yu1dfzJZfKfMBj5zwi4Y7YT",3,"btc",NA,NA,NA
"397","3XTq1Lz5ovKfaCyErdSQmbjqcKsGmG2z",3,"btc",NA,NA,NA
"398","3ztnZbjbdbkS3hEjdpMxvAPfVQZP8rANf1",3,"btc",NA,NA,NA
"399","bc1e6254c738",3,NA,NA,NA,NA
"400","bc1q35rrdyl3r7h2hz7ra3uye48j4d062tg2whzv4t",3,"btc","0.00878595 BTC","$237.54",237.54
"401","bc1q72th2lfvfk3jadcgugjuqfzwkxdar0p78d8qgt",3,"btc","0.00000000 BTC","$0.00",0
"402","bc1qhtprlhwkuam6kddc2xhs2fnhkgw4hvwj4f9c7g",3,"btc","0.00000000 BTC","$0.00",0
"403","bc1qzgjz953f4gznway0hvz6lx360yd2autdkwf6nu",3,"btc","0.05533434 BTC","$1,496.07",1496.07
"404","0x0402a51e869a07caab57c8df5ad6f41d64bc1edc",2,"eth","0.00 ETH","$0.00",0
"405","0x0601ba977b5825c6025af1619047fa0e63cbecf2",2,"eth","0.00 ETH","$0.00",0
"406","0x10b17d9b2aee94a65eeb4c71141add20caa4376f",2,"eth","0.00 ETH","$0.00",0
"407","0x12f28e2106ce8fd8464885b80ea865e98b465149",2,"eth","0.00 ETH","$0.00",0
"408","0x13e07122edf860ed86a7b4d260d338de44d86bc4",2,"eth","0.00 ETH","$0.00",0
"409","0x24a11e702cd90f034ea44faf1e180c0c654ac5d9",2,"eth","0.485185030755437358 ETH","$789.24",789.24
"410","0x2bBF18D445558000070098209a5d1e0469428887",2,"eth","0.323167678645608749 ETH","$525.69",525.69
"411","0x33D88343f43da4Bb4BBD478d336dc6696377e6f0",2,"eth","0.00 ETH","$0.00",0
"412","0x3819220a89DAB4484e25FaC236A069a67ee5fCae",2,"eth","0.34256994 ETH","$557.25",557.25
"413","0x3F8AC0C84A3cAA2E0c5449fDb90300BFCde1C0B0",2,"eth","0.00 ETH","$0.00",0
"414","0x413b5fb505ace642972d0104ad6add5d39f0a681",2,"eth","20.934544516944428212 ETH","$34,053.80",34053.8
"415","0x46Fd9c4dfC6a16cD97b28576028c402eF51618eD",2,"eth","4.213761946558237399 ETH","$6,854.44",6854.44
"416","0x49c38380Fb18e5DA3480c52c7b73190343A72235",2,"eth","0.00 ETH","$0.00",0
"417","0x511c79655501025ac61fdb0dcaa4162c4d22d1ac",2,"eth","0.049759 ETH","$80.94",80.94
"418","0x58128Df53D0Ac31675c5A9A03264546b9f5636Ba",2,"eth","0.00 ETH","$0.00",0
"419","0x65ddffebf1af431748a403a663d1df783eb6e784",2,"eth","0.00 ETH","$0.00",0
"420","0x6eC430Bf1cA3E1D930A6c744fB99D78429e9501f",2,"eth","0.00 ETH","$0.00",0
"421","0x6fc2e356e59da28e10583d001fd945d70dfb1954",2,"eth","0.00 ETH","$0.00",0
"422","0x71ba91dc68c6a206db0a6a92b4b1de3f9271432d",2,"eth","1.656064548622393398 ETH","$2,693.89",2693.89
"423","0x77cb87b57f54667978eb1b199b28a0db8c8e1c0b",2,"eth","0.00 ETH","$0.00",0
"424","0x8173dda13fd405e5bca84bd7f64e58caf4810a32",2,"eth","0.00 ETH","$0.00",0
"425","0x847db9473547caa82a64b7f1e1533781797e597f",2,"eth","1.109180317016895238 ETH","$1,804.28",1804.28
"426","0x8A312e5f488B69C0Fb74136077D9Db5Ea482992c",2,"eth","53.087211501868529085 ETH","$86,355.91",86355.91
"427","0x8ee4924bd493109337d839c23f628e75ef5f1c4d",2,"eth","0.065093825957705186 ETH","$105.89",105.89
"428","0x9d8Dcd154be230D66A2dC0be2EeFcd328B54a30a",2,"eth","0.00 ETH","$0.00",0
"429","0xa59040c150b22b829cea9f06c64e9969743b9aba",2,"eth","1.739761610975485472 ETH","$2,830.04",2830.04
"430","0xb25b411C1dB16d140705b68D7f189B0aEe1cEaCF",2,"eth","2.82225285564198214 ETH","$4,590.90",4590.9
"431","0xB41106C0fa3974353Ef86F62B62228A0f4ad7fe9",2,"eth","0.00 ETH","$0.00",0
"432","0xB66a603f4cFe17e3D27B87a8BfCaD319856518B8",2,"eth","0.00 ETH","$0.00",0
"433","0xb78e86bf509a3845e1e9c00a3a212b0a961571f2",2,"eth","0.00 ETH","$0.00",0
"434","0xbc170064da75cAFF2C023d4Ef1b98595cD8c8BC7",2,"eth","0.174665982222542455 ETH","$284.13",284.13
